1909,CEG,CTCP Tập đoàn Xây dựng và Thiết bị Công nghiệp,Hàng hóa công nghiệp,OTC,"3,800,000"
1910,CemacoHanoi,CTCP Hóa chất và Vật tư Khoa học Kỹ thuật,,OTC,0
1911,CENC,Công ty TNHH Đầu tư Central Capital,,Khác,0
1912,CER,CTCP Địa chính và Tài nguyên Môi trường,Dịch vụ thương mại và chuyên nghiệp,OTC,"1,335,000"
1913,CFC,CTCP Cafico Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,"2,234,280"
1914,CFCC,Công ty xi măng CHINFON,,Khác,0
1915,CGGC,CTCP Đầu tư Thương mại và Dịch vụ Việt Mỹ A&V,,Khác,0
1916,CGL,CTCP Thương mại Gia Lai,Thương mại hàng không thiết yếu,OTC,"1,880,000"
1917,CGP,CTCP Dược phẩm Cần Giờ,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Khác,"10,735,708"
1918,CGRC,CTCP City Garden,,Khác,0
1919,CHAC,CTCP Thương mại Du lịch Đầu tư Cù Lao Chàm,,Khác,0
1920,CHDC,CTCP Hải Đăng,,Khác,0
1921,CheBienLamSan,Công ty Vận tải và Chế biến Lâm sản,,Khác,0
1922,CheBienThucPham,Xí Nghiệp Kinh doanh Gia súc Gia cầm và Chế biến Thực phẩm,,Khác,0
1923,CheLamDong,CTCP Chè Lâm Đồng,,OTC,0
1924,CHIN2,CTCP Chín Chín Núi,,OTC,0
1925,ChipSang,CTCP Chíp Sáng,,OTC,0
1926,ChoLonTourist,CTCP Dịch vụ Du lịch Chợ lớn,,OTC,0
1927,ChuanVang,Công ty TNHH Kiểm toán Chuẩn Vàng,Dịch vụ thương mại và chuyên nghiệp,Khác,0
1928,CHUBBLIFE,Công ty TNHH MTV Quản lý Quỹ CHUBB LIFE,Dịch vụ thương mại và chuyên nghiệp,Khác,0
1929,ChubbLifeVN,Công ty TNHH Bảo hiểm nhân thọ Chubb Việt Nam,Bảo hiểm,Khác,0
1930,CHULAIQN,CTCP Đầu tư và Phát triển Kỳ Hà - Chu Lai Quảng Nam,,OTC,0
1931,CIC,CTCP Đầu tư và Xây dựng Cotec,Hàng hóa công nghiệp,OTC,"4,635,062"
1932,CIC1,CTCP Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,,OTC,"1,537,200"
1933,CIC8,CTCP Đầu tư và Xây dựng Số 8,,OTC,"400,000"
1934,CICP1,CTCP Tư vấn Đầu tư và Xây dựng Công trình 1,,OTC,0
1935,CIE,CTCP Đầu tư và Xây dựng Công trình 128,,OTC,0
1936,CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,,OTC,0
1937,CIENCO473,CTCP 473,,OTC,"2,000,000"
1938,CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,,OTC,0
1939,CIENCO503,CTCP Xây dựng Giao thông 503,,OTC,0
1940,CIENCO610,CTCP Xây dựng Công trình Giao thông 610,,OTC,"2,686,300"
1941,CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,,OTC,0
1942,CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,,Khác,0
1943,Ciencoland,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản Tổng Sáu,,OTC,0
1944,CIMB,Công ty TNHH Chứng khoán CIMB-VINASHIN,Dịch vụ tài chính,Khác,"33,334,000"
1945,Cistra,CTCP Dịch vụ Thương mại Thành Phố,,OTC,0
1946,CIV,CTCP Đầu tư Vinamotor,,OTC,"3,155,930"
1947,CIVC,CTCP Đầu tư và Phát triển Bất động sản Thế Kỷ,,Khác,0
1948,CJC203,CTCP Xây dựng 203,,OTC,0
1949,CKH,CTCP Cơ khí Chế Tạo Hải Phòng,Hàng hóa công nghiệp,OTC,"1,037,626"
1950,CKI,CTCP Cơ khí ngành In,,OTC,0
1951,CKTAYNINH,CTCP Cơ khí Tây Ninh,,OTC,0
1952,CLAC,Công ty TNHH Đầu tư Cam Lâm,,Khác,0
1953,CLHC,Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,,Khác,0
1954,CLP,CTCP Thủy sản Cửu Long,"Thực phẩm, đồ uống và thuốc lá",OTC,"8,000,000"
1955,CLRC,CTCP Đầu Tư Công nghệ Smarttech,,Khác,0
1956,CLS,CTCP Chứng khoán Chợ Lớn,Dịch vụ tài chính,Khác,0
1957,CLWC,CTCP Phong điện Chơ Long,,Khác,0
1958,CMCHanoi,CTCP Vật liệu Xây dựng Hà Nội,,OTC,0
1959,CMHC,CTCP Cổng Mây,,Khác,0
1960,CMIBBank,Ngân hàng TNHH MTV CIMB Việt Nam,,Khác,0
1961,CNCC,CTCP Thương mại - Dịch vụ Công nghệ cao,,Khác,0
1962,CNH,CTCP Cảng Nha Trang,Vận tải,OTC,"24,539,049"
1963,CNTC,CTCP Công nghiệp Năng lượng Ninh Thuận,,Khác,0
1964,CO122,CTCP Xây dựng và Đầu tư 122 - Cienco 1,,OTC,0
1965,CoKhiDuyenHai,Công ty TNHH Nhà nước MTV Cơ khí Duyên Hải,,Khác,0
1966,CoKhiHonGai,CTCP Cơ khí Hòn Gai - Vinacomin,,OTC,0
1967,CokhiNgoGiaTu,CTCP Cơ khí Ngô Gia Tự,,OTC,0
1968,CoKhiOTo32,CTCP Cơ khí Ô Tô 3-2,,OTC,0
1969,Colombo,Công ty TNHH Đầu tư và Phát triển Colombo,,Khác,0
1970,COMPT,"Công ty TNHH Tư vấn Đầu tư, Tài chính, Kế toán Thuế - Kiểm toán COM.PT",Dịch vụ thương mại và chuyên nghiệp,Khác,0
1971,ConDao,CTCP Thủy sản và Xuất nhập khẩu Côn Đảo,,OTC,0
1972,CongNgheCao,CTCP Công nghệ Cao,,OTC,0
1973,CongNghiepMasan,CTCP Công nghiệp Masan,,OTC,0
1974,CongNghiepPhuYen,CTCP Công nghiệp Phú Yên,,OTC,0
1975,CongThanh,CTCP Xi măng Công Thanh,,OTC,0
1976,CongTrinh134,CTCP Đầu tư và Xây dựng Công trình 134,,OTC,0
1977,CongTrinh525,CTCP Xây dựng Công trình 525,,OTC,"3,130,000"
1978,CongTrinhBuuDien,CTCP Phát triển Công trình Bưu điện,,OTC,0
1979,CongTrinhGTDB,CTCP Công trình Giao thông Tỉnh Điện Biên,,OTC,0
1980,CongTrinhHaNoi,CTCP Đầu Tư Công trình Hà Nội,,OTC,0
1981,CongTy118,CTCP 118,,OTC,0
1982,CONSTRAD423,CTCP Xây dựng và Thương mại 423,,OTC,"1,250,000"
1983,CoopBank,Ngân hàng Hợp tác xã Việt Nam,Tổ chức tín dụng,Khác,0
1984,COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,,OTC,"9,700,000"
1985,Coresco,CTCP Đầu Tư Xây dựng Kinh doanh Nhà Bến Thành,,OTC,"2,600,000"
1986,Cosaco,CTCP Sài Gòn Xây dựng,,OTC,0
1987,Cosevco1,CTCP Sản xuất Vật liệu và Xây dựng Cosevco 1,,OTC,0
1988,Cosevco75,CTCP Cosevco 75,,OTC,0
1989,COT60,CTCP Công trình Giao thông 60,,OTC,0
1990,Cotec,CTCP Kỹ thuật Xây dựng và Vật liệu Xây dựng COTEC,,OTC,0
1991,CotecAnpha,CTCP Kỹ thuật Xây dựng Anpha,,OTC,0
1992,COXANO,CTCP Cơ khí Xây dựng Công trình Thừa Thiên Huế,,OTC,"1,556,240"
1993,CPAHaNoi,Công ty Kiểm toán và Kế toán Hà Nội,Dịch vụ thương mại và chuyên nghiệp,Khác,0
1994,CPAHCM,Công ty TNHH Kiểm toán và Tư vấn CPA HCM,Dịch vụ thương mại và chuyên nghiệp,Khác,0
1995,CPAVietNam,Công ty Hợp danh Kiểm toán Việt Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
1996,CPGC,CTCP Tập đoàn Casper Việt Nam,,Khác,0
1997,CPHACO,CTCP Đầu tư Xây dựng Chánh Phú Hòa,,Khác,0
1998,CPLC,Công ty TNHH Capitaland Tower,,Khác,0
1999,CPSC,Công ty TNHH Mặt trời Cẩm Phả,,Khác,0
2000,CPT,CTCP Xây lắp Bưu điện,,OTC,0
2001,CPTC,CTCP Đầu Tư và Xây dựng Giao thông Vận tải,,Khác,0
2002,CPW,CTCP Công trình Giao thông Công chánh,Hàng hóa công nghiệp,OTC,"26,875,000"
2003,CQNC,CTCP Capella Quảng Nam,,Khác,0
2004,CRV,CTCP Tập đoàn Bất động sản CRV,,Khác,0
2005,CSCJ,CTCP Chứng khoán Thủ Đô,Dịch vụ tài chính,OTC,"7,573,667"
2006,CSG,CTCP Cáp Sài Gòn,Dịch vụ viễn thông,Khác,"29,742,020"
2007,CSLC,CTCP Hải Phát Retail,,Khác,0
2008,CST124,CTCP Xây dựng Giao thông và Thương mại 124,,OTC,0
2009,CT185,CTCP Trường Sơn 185,,Khác,0
2010,CT5,CTCP 319.5,Hàng hóa công nghiệp,OTC,"4,400,000"
2011,CTAC,CTCP Du lịch và Đầu Tư Xây dựng Châu Á,,Khác,0
2012,CTC,CTCP Tập đoàn Hoàng Kim Tây Nguyên,Dịch vụ tiêu dùng,OTC,"15,799,926"
2013,CTCCorp,CTCP Đô thị Du lịch Cần Giờ,,OTC,0
2014,CTE,CTCP Hạ Tầng Viễn Thông CMC,,OTC,0
2015,CTEC,CTCP Xây dựng và Trang trí Nội thất Cát Tường,,Khác,0
2016,CTGT,CTCP Công trình Giao thông Tỉnh Bà Rịa - Vũng Tàu,,OTC,"6,000,000"
2017,CTLC,Công ty TNHH CITYLAB,,Khác,0
2018,CTM,CTCP Đầu tư Xây dựng và Khai thác mỏ Vinavico,Hàng hóa công nghiệp,OTC,"4,399,996"
2019,CTRC,Công ty TNHH Đầu tư Cao su Cường Thịnh,,Khác,0
2020,CTV,CTCP Đầu tư - Sản xuất và Thương mại Việt Nam,Thương mại hàng không thiết yếu,OTC,"2,000,000"
2021,CTVC,Tập đoàn Cá tầm Việt Nam,,Khác,0
2022,Cty479,CTCP 479,,OTC,0
2023,CTYCN2,Công ty TNHH MTV Cấp nước số 2,,Khác,0
2024,CVC,CTCP Cơ điện Vật tư,Hàng hóa công nghiệp,OTC,"2,200,000"
2025,CVDC,CTCP Đầu tư và Phát triển Du lịch Vân Đồn,,Khác,0
2026,CVH,"CTCP Công viên, Cây xanh Hải Phòng",Dịch vụ thương mại và chuyên nghiệp,OTC,"1,280,000"
2027,CVP,CTCP Cảng Cửa Việt,Vận tải,OTC,"3,425,980"
2028,CVS,CTCP Chứng khoán CV,Dịch vụ tài chính,OTC,0
2029,CVSC,CTCP CVS Holding,,Khác,0
2030,CXC,CTCP Cầu Xây,,OTC,0
2031,CXH,CTCP Xe khách Hà Nội,Vận tải,OTC,"1,885,306"
2032,CZC,CTCP Than Miền Trung,Năng lượng,OTC,"5,602,590"
2033,D17,CTCP Đồng Tân,Nguyên vật liệu,OTC,"5,259,700"
2034,D26,CTCP Quản lý và Xây dựng Đường bộ 26,Hàng hóa công nghiệp,OTC,"1,000,000"
2035,DAB,Ngân hàng TMCP Đại Á,Tổ chức tín dụng,Khác,"310,000,000"
2036,DaBinhDinh,CTCP VRG Đá Bình Định,,OTC,0
2037,DAFC,CTCP Thời trang và Mỹ phẩm Duy Anh,,Khác,0
2038,DaGiayHaiPhong,CTCP Da Giầy và Phát triển Hải Phòng,,OTC,0
2039,DaGiayVietNam,CTCP Da Giầy Việt Nam,,OTC,0
2040,DaichiLife,Công ty TNHH Bảo hiểm Nhân thọ Dai-ichi Việt Nam,Bảo hiểm,Khác,0
2041,DaiMo,CTCP Cơ khí Xây dựng Đại Mỗ,,OTC,0
2042,DaiNam,Văn Phòng Thám Tử Điều Tra - Theo Dõi Đại Nam,,Khác,0
2043,DaiNamAudit,Công ty TNHH Kiểm toán và Giải pháp Công nghệ Thông tin Đại Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2044,DaiTinAudit,Công ty TNHH Kiểm toán Đại Tín,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2045,DAKC,Công ty Liên doanh TNHH Phát triển Đô thị mới An Khánh,,Khác,0
2046,DALC,Công ty TNHH Đầu tư và Phát triển Bất động sản Đại Hùng,,Khác,0
2047,DaNangXD,CTCP Xây dựng Công trình Giao thông Đà Nẵng,,OTC,0
2048,DANATEX,CTCP Dệt Hòa Khánh - Đà Nẵng,,OTC,0
2049,DAP,CTCP Đông Á,Nguyên vật liệu,OTC,"1,680,000"
2050,DAR,CTCP Xe lửa Dĩ An,Dịch vụ thương mại và chuyên nghiệp,OTC,"6,500,000"
2051,DaTayDo,CTCP Da Tây Đô,,OTC,0
2052,DATC,Công ty TNHH Mua Bán Nợ Việt Nam,,Khác,0
2053,DatVang,CTCP Sông Đà - Đất Vàng,,OTC,0
2054,DauTuHaNoi,CTCP Thương mại và Đầu tư TIC Hà Nội,,OTC,0
2055,DBCC,Tổng công ty Đông Bắc - Bộ Quốc Phòng,,Khác,0
2056,DBF,CTCP Lương thực Đông Bắc,Thương mại hàng thiết yếu,OTC,"3,679,200"
2057,DBH,CTCP Đường bộ Hải Phòng,Hàng hóa công nghiệp,OTC,"2,200,000"
2058,DBIC,Công ty TNHH MTV Đầu tư và Phát triển DB,,Khác,0
2059,DBJC,CTCP Điện Biên,,Khác,0
2060,DBW,CTCP Cấp nước Điện Biên,Tiện ích,OTC,"39,320,100"
2061,DCAC,CTCP Tập đoàn Đèo Cả,,Khác,0
2062,DCC,CTCP Xây dựng Công nghiệp (DESCON),Hàng hóa công nghiệp,OTC,"10,300,000"
2063,DCCC,CTCP Địa Cầu,,Khác,0
2064,DCD,CTCP Du lịch và Thương mại DIC,Dịch vụ tiêu dùng,Khác,"11,294,323"
2065,DCHY,Công ty TNHH Đầu tư Dream City Villas Hưng Yên,,Khác,0
2066,DCI,CTCP Công nghiệp Hóa chất Đà Nẵng,Nguyên vật liệu,OTC,"2,412,518"
2067,DCPA,Công ty TNHH Tư vấn DCPA,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2068,DCTC,Công ty TNHH DCT Partners Việt Nam,,Khác,0
2069,DDCC,CTCP Đầu tư Bất động sản Đông Dương,,Khác,0
2070,Deloitte,Công ty TNHH Deloitte Việt Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2071,DeltaAgf,CTCP Đầu tư và Xây dựng Delta AGF,,OTC,"5,691,644"
2072,DeltaCorp,CTCP Đầu tư Châu Thổ,,OTC,0
2073,DeltaTower,CTCP Cảnh Hưng Hải Thành,,OTC,"24,000,000"
2074,DetHaDong,CTCP Dệt Hà Đông,,OTC,"1,300,000"
2075,DetPhongPhu,CTCP Dệt vải Phong Phú,,OTC,0
2076,DetVinhPhu,CTCP Dệt Vĩnh Phú,,OTC,0
2077,DeutscheBank,Ngân hàng Deutsche Việt Nam,Tổ chức tín dụng,Khác,0
2078,DFK,Công ty TNHH Kiểm toán DFK Việt Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2079,DFS,CTCP Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",OTC,"22,500,000"
2080,DFVN,Công ty TNHH MTV Quản lý Quỹ Dai-Ichi Life Việt Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2081,DGL,CTCP Hóa chất Đức Giang - Lào Cai,Nguyên vật liệu,Khác,"99,785,463"
2082,DHAC,Công ty TNHH MTV Đầu tư DHA,,Khác,0
2083,DHCC,CTCP Thủy điện Đakđrinh,,Khác,0
2084,DHI,CTCP In Diên Hồng,Dịch vụ thương mại và chuyên nghiệp,Khác,"2,628,042"
2085,DHL,CTCP Cơ khí Vận tải Thương mại Đại Hưng,Nguyên vật liệu,Khác,"5,500,000"
2086,DIAOC3,CTCP Xây dựng và Kinh doanh Địa Ốc III,,OTC,0
2087,DIAOC8,CTCP Địa ốc 8,,Khác,0
2088,DiaOcGiaDinh,CTCP Đầu tư Địa ốc Gia Định,,OTC,0
2089,DiaOcXanh,Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Địa Ốc Xanh,,Khác,0
2090,DIC1,CTCP Xây dựng Đô thị và Khu công nghiệp,,OTC,"2,000,000"
2091,DICC,Công ty TNHH Dynamic Innovation,,Khác,0
2092,DICThanhBinh,CTCP Đầu tư Phát triển Xây dựng Thanh Bình,,OTC,"500,000"
2093,DienLucDaNang,CTCP Thủy điện Điện Lực Đà Nẵng,,OTC,0
2094,DienNuocHaNoi,CTCP Xây dựng Lắp máy Điện nước Hà Nội,,OTC,0
2095,DienThuBon,CTCP Thủy điện Thu Bồn,,OTC,0
2096,Diginet,CTCP Định Gia Nét,,OTC,"1,500,000"
2097,DinhThien,Công Ty TNHH Thương mại Dịch vụ Kỹ thuật Đỉnh Thiên,,Khác,0
2098,DJCC,CTCP Thủy điện Đakrông,,Khác,0
2099,DKDC,Công ty TNHH Du lịch Khách sạn Đông Á,,Khác,0
2100,DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,Dịch vụ thương mại và chuyên nghiệp,OTC,"212,036"
2101,DKHC,CTCP Đầu tư Danh khôi Holdings,,Khác,0
2102,DKKC,CTCP Tập đoàn Dekko,,Khác,0
2103,DKP,CTCP Dược Khoa,"Dược phẩm, công nghệ sinh học và khoa học sự sống",OTC,"3,003,910"
2104,DKSC,CTCP Đầu tư Bất động sản Danh Khôi Sài Gòn,,Khác,0
2105,DLAC,CTCP Đầu tư và Xây dựng Kiên Trung,,Khác,0
2106,DLBD,CTCP Du lịch Bưu điện,,OTC,0
2107,DLC,CTCP Du lịch Cần Thơ,Dịch vụ tiêu dùng,OTC,"4,780,080"
2108,DLCC,Công ty TNHH Đầu tư và Phát triển Đô thị Đắk Lắk,,Khác,0
2109,DLM,CTCP Chiếu sáng công cộng Đà Nẵng,Hàng hóa công nghiệp,OTC,"1,160,250"
2110,DLTC,CTCP Du Lịch Lâm Đồng,,Khác,0
2111,DLTHUDUC,Công ty TNHH MTV Dịch vụ Du lịch Thủ Đức,,Khác,0
2112,DLV,CTCP Du lịch Việt Nam - VITOURS,Dịch vụ tiêu dùng,OTC,0
2113,DLVC,Công ty TNHH Bất động sản Đà Lạt Valley,,Khác,0
2114,DLX,CTCP Delex Việt Nam,,OTC,0
2115,DMDC,CTCP Quản lý Tài sản Pyxis,,Khác,0
2116,DMH,CTCP Dược Minh Hải,,OTC,"2,500,000"
2117,DMIC,Công ty TNHH Đầu tư Xuất nhập khẩu Tổng hợp Đức Mai,,Khác,0
2118,DMTC,CTCP Khoan và Dịch vụ Kỹ thuật Khai thác Mỏ,,OTC,0
2119,DNB,CTCP Sách và Thiết bị trường học tỉnh Đắk Nông,Thương mại hàng không thiết yếu,OTC,"1,447,554"
2120,DNCC,CTCP Đại Nam,,Khác,0
2121,DNF,CTCP Lương thực Đà Nẵng,"Thực phẩm, đồ uống và thuốc lá",OTC,"5,000,000"
2122,DNG,CTCP Lắp máy Điện nước và Xây dựng,,OTC,0
2123,DNPAudit,Công ty TNHH Kiểm toán - Tư vấn Tài chính D.N.P,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2124,DNR,CTCP Đường sắt Quảng Nam - Đà Nẵng,Vận tải,OTC,"1,577,500"
2125,DNS,CTCP Thép Đà Nẵng,Nguyên vật liệu,OTC,"21,600,000"
2126,DNTD,CTCP Thiết kế Viễn thông Tin học Đà Nẵng,,OTC,0
2127,DNV,CTCP Thương mại Dịch vụ VDA Đà Nẵng,,OTC,"8,100,000"
2128,DNY,CTCP Thép DANA - Ý,Nguyên vật liệu,OTC,"26,999,517"
2129,Donatraco,CTCP Sản xuất Thương mại Dịch vụ Đồng Nai,,OTC,0
2130,DongACapital,Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Đông Á,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2131,DongAnhSteel,CTCP Kết cấu Thép Xây dựng,,OTC,0
2132,DongDuong,Công ty TNHH Kiểm toán Đông Dương,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2133,DongLong,Công ty TNHH Vận tải biển Đông Long,,Khác,0
2134,DongNam,Công ty TNHH Kiểm toán Đông Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2135,DongPhuongAudit,Công ty TNHH Tư vấn Tài chính và Kiểm toán Đông Phương,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2136,DongTam,CTCP Đồng Tâm,,OTC,0
2137,DongTauAnPhu,CTCP Đóng Tàu An Phú,,OTC,0
2138,DongThang,Công ty TNHH Kiểm toán Đồng Thắng,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2139,DongThapTourist,CTCP Du lịch Đồng Tháp,,OTC,0
2140,DongTien,CTCP Đồng Tiến,,OTC,0
2141,DongXanh,CTCP Đồng Xanh,,OTC,0
2142,DoThi18,CTCP Đầu tư Hạ tầng 18,,OTC,0
2143,DothiGialai,CTCP Công trình Đô thị Gia Lai,,OTC,0
2144,DoThiGiaLam,CTCP Môi trường Đô thị Gia Lâm,,Khác,0
2145,DPD,CTCP Cao su Đồng Phú - Đắk Nông,Nguyên vật liệu,Khác,"12,000,000"
2146,DPHC,CTCP Đại Phú Hòa,,Khác,0
2147,DPJC,CTCP Đầu tư Xây Dựng Đại Thịnh Phát,,Khác,0
2148,DPLC,Công ty TNHH Điền Phát Land,,Khác,0
2149,DPQC,CTCP Đầu tư và Phát triển Du lịch Phú Quốc,,Khác,0
2150,DPWC,CTCP Đầu Tư Ngành nước DNP,,Khác,0
2151,DRGC,CTCP Đầu Tư và Du lịch Vạn Hương,,Khác,0
2152,DSS,CTCP Đường sắt Sài Gòn,Vận tải,OTC,"2,045,000"
2153,DSV,CTCP Đường sắt Vĩnh Phú,Vận tải,OTC,"1,229,579"
2154,DSVN,Tổng Công ty Đường sắt Việt Nam,,Khác,0
2155,DT319,CTCP Đầu tư và Thương mại 319,,OTC,0
2156,DT4,CTCP Quản Lý Đường Sông Số 4,Năng lượng,OTC,"1,160,000"
2157,DTAC,Công ty TNHH Quản lý Đầu tư Thiên An,,Khác,0
2158,DTAFC,CTCP Đầu tư AFC,,Khác,0
2159,DTCC,CTCP Kinh doanh Đá quý và Trang sức Đức Tiến,,Khác,0
2160,DTF,CTCP Thực phẩm và Nước giải khát Dona New Tower,,OTC,"10,723,266"
2161,DTJC,CTCP Địa ốc Downtown,,Khác,0
2162,DTLAuditing,Công ty TNHH Kiểm toán D.T.L,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2163,DTN,CTCP Diêm Thống Nhất,Sản phẩm chăm sóc cá nhân và gia đình,OTC,"2,200,000"
2164,DTRC,CTCP Đầu tư Phát triển Bất động sản Đô Thành,,Khác,0
2165,DTS,CTCP Dịch vụ Du lịch Đà Lạt,,OTC,"10,450,000"
2166,DTSC,CTCP Chứng khoán Delta,Dịch vụ tài chính,OTC,"4,000,000"
2167,DTSX,CTCP Quan hệ Quốc tế - Đầu tư Sản xuất,,Khác,0
2168,DTV,CTCP Phát triển Điện Trà Vinh,Tiện ích,OTC,"5,280,000"
2169,DucAnhAudit,Công ty TNHH Kiểm toán Quốc tế Đức - Anh,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2170,DucKhai,Công ty TNHH Thương mại Thiết bị Điện Đức Khải,,Khác,0
2171,DucTanLong,CTCP Đúc Tân Long - Constrexim,,OTC,0
2172,DuLichDaNang,CTCP Du lịch Đà Nẵng,,OTC,0
2173,DULICHKHANHHOA,CTCP Du lịch Khánh Hòa,,OTC,0
2174,DuLichTaCu,CTCP Du lịch Núi Tà Cú,,OTC,0
2175,DuLichThanhBinh,CTCP Du lịch Thanh Bình,,OTC,0
2176,DuLichThanhHoa,CTCP Du lịch Thanh Hóa,,OTC,0
2177,DuLichThuongMai,CTCP Du lịch và Thương mại Vinacomin,,OTC,0
2178,DuocBaoChau,CTCP Tập đoàn Dược Bảo Châu,,OTC,0
2179,DuocDomedic,CTCP Y Dược Domedic,,OTC,0
2180,DuocICA,CTCP Công nghệ sinh học Dược phẩm ICA,,OTC,0
2181,DuocLieuTW2,CTCP Dược Liệu Trung ương 2,,OTC,"2,800,000"
2182,DuocNamHa,CTCP Dược phẩm Nam Hà,,OTC,0
2183,DuocPham32,CTCP Dược phẩm 3/2,,OTC,0
2184,DuocTanPhat,CTCP Dược - Trang Thiết bị Y Tế Tân Phát,,OTC,"3,600,000"
2185,DuocYenBai,CTCP Dược phẩm Yên Bái,,OTC,0
2186,DuongBo234,CTCP Quản Lý và Xây dựng Đường bộ 234,,OTC,0
2187,DuongBoDakLak,Công ty TNHH MTV Quản Lý và Sửa Chữa Đường bộ Đắk Lắk,,Khác,0
2188,DuongCanTho,CTCP Mía đường Cần Thơ,,OTC,"13,080,547"
2189,DuongLaNga,CTCP Mía đường La Ngà,,OTC,0
2190,DuongSatPhiaNam,CTCP Đường sắt Phía Nam,,OTC,0
2191,DuongSocTrang,CTCP Mía đường Sóc Trăng,,OTC,0
2192,DuyHoang07,CTCP Duy Hoàng 07,,OTC,0
2193,DVBBank,Ngân hàng Phát triển Việt Nam,Tổ chức tín dụng,OTC,0
2194,DVCC,CTCP Thương mại và Dịch vụ Danh Việt,,Khác,0
2195,DVCCBinhDuong,CTCP Xây dựng và Dịch vụ Công Cộng Bình Dương,,OTC,0
2196,DVD,CTCP Dược phẩm Viễn Đông,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Khác,"11,910,000"
2197,DVH,CTCP Chế tạo Máy điện Việt Nam - Hungari,Dịch vụ thương mại và chuyên nghiệp,Khác,"11,000,000"
2198,DVLC,CTCP Bất động sản Dragon Village,,Khác,0
2199,DVPC,CTCP Tập đoàn Vàng bạc Đá quý DOJI,,Khác,0
2200,DVRC,Công ty TNHH Đầu tư và Bất động sản Diên Vĩ,,Khác,0
2201,DVSC,CTCP Chứng khoán Đại Việt,Dịch vụ tài chính,OTC,"25,000,000"
2202,DVTC,Công ty TNHH Đức Việt,,Khác,0
2203,DVVTKHANHHOA,CTCP Khai thác Bến xe và Dịch vụ Vận tải Khánh Hòa,,OTC,0
2204,DX2,CTCP Đầu tư và Xây dựng 319.2,Hàng hóa công nghiệp,OTC,"4,950,000"
2205,DXD,CTCP Đầu tư và Phát triển Xây lắp Đông Anh,Hàng hóa công nghiệp,OTC,"1,019,700"
2206,DXMC,CTCP Dịch vụ và Địa ốc Đất Xanh Miền Bắc,,Khác,0
2207,DXTC,CTCP Đất Xanh Miền Trung,,Khác,0
2208,EAD,CTCP Thủy điện Điện lực Đắk Lắk,Tiện ích,OTC,"2,877,800"
2209,EasternAudit,Công ty TNHH Kiểm toán Phương Đông,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2210,EBA,CTCP Điện Bắc Nà,Tiện ích,OTC,"15,500,000"
2211,ECC,CTCP Chứng khoán Eurocapital,Dịch vụ tài chính,OTC,"15,000,000"
2212,ECHC,CTCP Encapital Holdings,,Khác,0
2213,ECOC,CTCP Đầu tư Nước sạch và Môi trường Eco&More,,Khác,0
2214,ECOVIS,Công ty TNHH ECOVIS STT Việt Nam,Dịch vụ thương mại và chuyên nghiệp,Khác,0
2215,ECPC,CTCP Tập đoàn Ecopark,,Khác,0
2216,Eden,CTCP Ê Đen,,OTC,0
2217,EDIC,CTCP Đầu tư và Phát triển Năng lượng Trung Nam,,Khác,0
2218,EDL-Gen,Công ty Phát Điện Lào,,Lào,"1,226,216,765"
2219,EDOC,Công ty TNHH ENDO Việt Nam,,Khác,0
2220,EDX,CTCP Tập đoàn EDX,,OTC,"20,612,000"
2221,EGSC,CTCP Đầu tư và Phát triển Eagle Side,,Khác,0
2222,EHTC,Công ty TNHH Đầu tư Bất động sản Du lịch Hoàng Trường,,Khác,0
